OBJECTID,Tract_1,CIscore,HazScore,HealthScore,SVscore,CCVscore,Shape__Area,Shape__Length
1844,6037920312,7,2,1,2,2,18787887.21875,21424.9948371927
1845,6037920313,7,2,1,2,2,4304104.38671875,9250.8686315072
1846,6037920314,4,1,1,1,1,16733531.6171875,19526.8038753894
1847,6037541603,18,5,4,5,4,1826371.87890625,7553.95402873206
1848,6037550700,11,3,4,2,2,3239601.5703125,8112.31255252007
1849,6037551600,0,5,1,0,5,1332454.94140625,5794.70687114849
1850,6037550400,10,4,4,1,1,1273017.92578125,5469.51612529245
1851,6037551201,11,1,3,3,4,1145078.96484375,4742.76243394211
1852,6037551202,10,1,4,3,2,2044974.79296875,5780.99819980951
1853,6037551700,12,2,4,3,3,1894537.35546875,5815.78375226538
1854,6037553602,16,5,4,4,3,881619.18359375,4051.61339557815
1855,6037461200,6,1,1,1,3,3615324.25,10267.3128269864
1856,6037460502,5,2,1,1,1,3830025.6015625,11177.5542459904
1857,6037461300,8,1,1,2,4,2848549.625,10740.9759314433
1858,6037461000,7,1,1,3,2,2681975.28125,9415.28977018751
1859,6037143200,13,5,5,1,2,1402401.5859375,5175.64053703847
1860,6037143300,10,3,5,1,1,2424651.76171875,7320.84613275383
1861,6037143400,10,3,4,1,2,2572116.2421875,7742.49117137984
1862,6037141700,5,1,2,1,1,4743542.52734375,11666.1539111307
1863,6037143602,9,2,4,1,2,1779912.06640625,6142.6913157117
1864,6037240010,15,3,5,5,2,856618.23828125,4486.55823261868
1865,6037238400,12,2,5,3,2,1898220.171875,5843.22866551228
1866,6037240020,14,3,4,5,2,1052065.4140625,4716.08064927431
1867,6037240200,15,4,5,4,2,1083829.796875,4151.24821305726
1868,6037240300,14,3,5,4,2,1183683.16796875,4411.63209639161
1869,6037238200,13,2,5,3,3,1496908.67578125,5106.98865375297
1870,6037240700,13,3,4,4,2,1737284.58203125,5527.25029576886
1871,6037240600,13,3,4,5,1,984839.78515625,4155.57256077627
1872,6037463400,12,5,1,2,4,2827673.25,9427.28700083936
1873,6037463700,9,2,2,1,4,2536152.43359375,6668.95597965689
1874,6037463800,7,1,2,1,3,4183123.8984375,10255.9843855141
1875,6037463500,12,4,2,1,5,2451695.04296875,6485.56814431274
1876,6037463900,10,2,2,1,5,2776430.85546875,7212.05613025737
1877,6037463300,9,3,1,1,4,966583.22265625,5169.8172668889
1878,6037406000,9,2,2,2,3,2786151.21875,9645.88028840013
1879,6037535101,16,3,5,5,3,1652379.9921875,6053.46175973712
1880,6037532302,17,5,5,5,2,4807542.921875,11585.6681733446
1881,6037481712,18,5,4,4,5,1080142.83984375,4655.14071419662
1882,6037123104,11,2,2,3,4,1141988.4296875,4251.84175016324
1883,6037532304,18,4,4,5,5,12154053.8242188,18929.1343394848
1884,6037432901,14,2,5,3,4,1658968.265625,5187.34793767237
1885,6037500100,6,1,3,1,1,14463030.3164063,18853.7646500078
1886,6037503703,10,1,3,2,4,3844562.515625,7910.29904822109
1887,6037201700,15,5,5,3,2,2480427.390625,7811.77692491269
1888,6037536200,16,5,4,3,4,3215689.06640625,11811.0201824282
1889,6037542000,12,2,3,4,3,1419685.42578125,5107.25843994205
1890,6037540102,13,4,4,4,1,1809966.8125,5704.21972285563
1891,6037543603,12,4,5,1,2,2144922.72265625,6442.24256579283
1892,6037541001,17,5,5,3,4,3788627.77734375,7908.44347651658
1893,6037600502,14,4,5,3,2,1091751.87890625,5092.88498537622
1894,6037603500,9,4,2,2,1,1155735.09375,4805.65838959645
1895,6037199110,13,2,3,4,4,1319004.03515625,5249.52014182867
1896,6037197700,15,2,5,4,4,1020509.6484375,5119.46047371402
1897,6037197600,13,3,5,2,3,572995.40625,3830.99699979404
1898,6037197420,15,3,5,3,4,905344.37109375,4282.31749616617
1899,6037197500,15,4,5,2,4,933831.390625,3836.3771804914
1900,6037199000,20,5,5,5,5,2280363.15234375,7009.6598081429
1901,6037199120,16,3,4,5,4,1404484.36328125,6062.08108854914
1902,6037199202,13,2,4,4,3,1398423.12109375,6716.06181751948
1903,6037293201,11,4,3,3,1,1558657.72265625,5126.98314751998
1904,6037292000,13,4,4,4,1,5818316.27734375,11752.6654988202
1905,6037293202,13,5,3,4,1,1531630.43359375,5256.97594295401
1906,6037294120,17,5,5,5,2,2254210.6328125,6272.49860810913
1907,6037621201,6,2,2,1,1,2385500.265625,6383.31383160334
1908,6037620301,8,4,2,1,1,1500465.5703125,5219.69436777974
1909,6037620303,6,2,2,1,1,1689759.5078125,5861.17864759949
1910,6037620400,7,3,2,1,1,3750333.5390625,7760.62023711908
1911,6037620901,4,1,1,1,1,1267518.9765625,4738.4201008485
1912,6037620800,6,2,2,1,1,3612470.375,7753.65491412013
1913,6037267700,15,5,5,2,3,1187607.375,4485.38888511632
1914,6037267800,11,5,4,1,1,1684971.765625,5473.36049256413
1915,6037269100,10,3,3,2,2,1221866.73046875,4576.25945449319
1916,6037700700,7,2,3,1,1,5162797.87109375,11808.1966928589
1917,6037226002,17,4,5,3,5,3743677.578125,7877.82902304503
1918,6037226001,19,4,5,5,5,1518223.32421875,7005.09250235832
1919,6037222002,14,2,4,4,4,957307.6015625,3991.87003389665
1920,6037980014,0,5,3,0,4,10827176.921875,24970.1647240903
1921,6037980013,0,5,4,0,2,7724369.80078125,12607.9159230107
1922,6037980010,15,2,5,4,4,5604341.4375,13435.961727536
1923,6037651101,8,3,2,2,1,8098315.25390625,13800.2301469291
1924,6037203600,20,5,5,5,5,809764.77734375,3931.78739643154
1925,6037670100,8,2,2,2,2,2102940.33984375,9122.42962603872
1926,6037670407,5,2,1,1,1,1820571.94921875,6375.49785954584
1927,6037599100,0,0,1,2,1,482099740.710938,190108.209263443
1928,6037670201,4,1,1,1,1,7079167.109375,17379.6688233624
1929,6037601402,14,4,5,4,1,1434676.046875,4878.79443091026
1930,6037901205,10,1,1,3,5,73118237.7109375,35262.1879471986
1931,6037574000,7,1,1,1,4,2639486.46484375,7024.42818077915
1932,6037910807,4,1,1,1,1,8119140.359375,14177.5274852309
1933,6037920023,8,1,1,3,3,1973968.98046875,7676.180533862
1934,6037920200,0,0,2,3,1,16743029.3007813,24283.3681076396
1935,6037920104,6,3,1,1,1,233700139.453125,85097.3627239167
1936,6037920016,4,1,1,1,1,3182092.13671875,8201.69807688466
1937,6037920028,4,1,1,1,1,3975173.0703125,11624.706766149
1938,6037910805,7,1,1,2,3,162389347.496094,73108.7790813224
1939,6037920038,9,3,1,3,2,1449692.02734375,7282.28283182247
1940,6037920035,5,1,1,2,1,3638224.0078125,7474.78841917046
1941,6037920334,6,2,1,1,2,4122167.80078125,8252.31247983928
1942,6037920042,7,3,1,2,1,5546954.01953125,14571.674503548
1943,6037910809,4,1,1,1,1,17837171.1445313,23081.0811616559
1944,6037920018,6,3,1,1,1,1418263.625,4850.93925275519
1945,6037910301,10,2,2,1,5,5835745.6328125,10270.3007032227
1946,6037106020,6,1,1,2,2,2969615.21484375,8568.53490210136
1947,6037920034,5,2,1,1,1,13282196.3984375,16578.7860636606
1948,6037910808,4,1,1,1,1,15886433.7148438,22940.628118585
1949,6037310400,11,4,3,2,2,2055673.703125,7482.9198754292
1950,6037550000,15,5,3,3,4,1146860.32421875,5359.15727118986
1951,6037550100,11,3,3,3,2,2393309.6875,6804.90978529885
1952,6037551000,12,3,3,2,4,3581665.7578125,7802.34830838244
1953,6037552200,17,4,4,4,5,2467924.125,8195.44584445488
1954,6037552100,15,3,3,4,5,2127295.12890625,6424.48948609647
1955,6037551900,13,3,5,3,2,2286123.2890625,6387.11624050997
1956,6037553902,13,4,3,4,2,1539381.765625,5412.92051844189
1957,6037403500,10,2,2,2,4,7148757.8046875,13838.259799172
1958,6037461400,10,1,1,3,5,1487547.91015625,5849.39321849569
1959,6037920017,4,1,1,1,1,3060829.80859375,7577.35631967083
1960,6037310900,9,4,2,1,2,3174568.94921875,7902.64051851411
1961,6037311200,8,3,2,2,1,1454620.96875,5159.3465092979
1962,6037311500,9,2,2,1,4,2192869.34375,5923.58892827393
1963,6037311400,8,2,2,2,2,1373442.7109375,5606.72017929569
1964,6037800325,5,1,1,1,2,3380652.421875,9251.65717790088
1965,6037238000,12,2,5,3,2,2425674.79296875,7777.8729370071
1966,6037240500,16,4,5,5,2,1186130.7578125,4512.97884353996
1967,6037240900,14,4,3,5,2,1559186.3125,5238.39882043273
1968,6037240800,13,2,4,5,2,931547.71484375,4971.39904387083
1969,6037125600,9,2,4,2,1,1495757.13671875,5456.84816170332
1970,6037262200,8,2,4,1,1,12523301.890625,19192.8553768866
1971,6037242100,17,5,4,5,3,398487.4375,3850.77478287762
1972,6037241110,13,2,5,5,1,708751.53515625,3877.72666153997
1973,6037241300,15,5,5,4,1,761272.2578125,3658.98729228301
1974,6037241120,16,4,5,5,2,962927.62890625,4270.84894541004
1975,6037241400,16,5,5,5,1,830257.30078125,4044.93797301255
1976,6037242000,15,4,4,5,2,939550.08203125,3873.02067896469
1977,6037464000,10,3,3,1,3,4599365.63671875,9729.31148176943
1978,6037464100,8,1,2,1,4,9180933.0390625,17089.4648124928
1979,6037191710,18,5,4,4,5,1035585.109375,4865.2412900494
1980,6037191203,17,3,5,4,5,299558.390625,2206.29785350783
1981,6037930200,6,1,1,3,1,448819655.683594,168641.921974266
1982,6037910202,9,1,2,1,5,30102625.125,24671.2802053673
1983,6037481711,18,4,5,4,5,653114.74609375,3287.10042248513
1984,6037480600,14,4,4,1,5,3437403.9296875,10536.7404302629
1985,6037480302,11,2,2,3,4,1538971.265625,5478.65420524969
1986,6037504001,10,2,2,2,4,2015245.45703125,6655.56403604213
1987,6037532200,18,3,5,5,5,4095679.87109375,9995.94645413288
1988,6037503701,12,3,2,3,4,1679851.1484375,5728.00675893786
1989,6037500900,15,2,5,4,4,2077350.9140625,5879.97262780586
1990,6037432202,14,3,5,4,2,2020724.28515625,7413.45076489069
1991,6037500800,14,2,4,4,4,2798889.8046875,6813.26201645961
1992,6037500700,12,2,5,3,2,4741578.83984375,9500.52718185929
1993,6037543322,8,2,2,2,2,2857854.19921875,6725.7514916808
1994,6037543602,13,4,5,3,1,2348447.39453125,6322.88899016545
1995,6037106642,8,3,1,2,2,2316034.42578125,7502.79003182485
1996,6037543801,14,4,5,3,2,3194229.1953125,8248.04989432011
1997,6037543802,11,3,2,4,2,1972396.95703125,6000.16513168692
1998,6037541300,11,2,3,4,2,1968605.44921875,5980.18294835727
1999,6037541200,10,2,3,3,2,3117680.203125,8450.79859728336
2000,6037541604,16,4,3,5,4,1213332.94140625,4479.19902580916
2001,6037199400,17,4,5,4,4,1017480.12890625,6233.57808343912
2002,6037199300,12,3,4,3,2,3786709.88671875,11618.8035402333
2003,6037199900,20,5,5,5,5,649832.44140625,3738.95437442647
2004,6037199201,20,5,5,5,5,577872.1015625,3290.69011204958
2005,6037199800,19,4,5,5,5,953069.9375,3962.43978542891
2006,6037201200,14,3,3,4,4,641525.69140625,3839.33219994229
2007,6037201301,14,3,4,3,4,1275386.44140625,7361.47638428894
2008,6037201110,12,2,3,3,4,1478148.0703125,5954.2232350642
2009,6037201302,12,2,3,3,4,1448593.22265625,5523.52612733561
2010,6037201503,14,2,3,5,4,642699.71484375,3381.59847526142
2011,6037620521,8,2,3,1,2,936381.078125,3870.73546191996
2012,6037620522,5,1,2,1,1,1088434.53125,4171.13324919002
2013,6037620701,8,3,2,1,2,1477777.2421875,5588.64429188685
2014,6037620602,7,3,2,1,1,1963906.80859375,6873.38132786925
2015,6037621002,6,2,1,1,2,477537.3671875,5637.38544556294
2016,6037620601,9,3,3,1,2,1985134.3125,7358.40113665754
2017,6037621001,8,3,2,1,2,1355956.328125,5859.74210837355
2018,6037620501,5,2,1,1,1,3778803.48828125,7775.77261604755
2019,6037621102,11,5,4,1,1,797617.1796875,4000.63659936019
2020,6037620702,6,2,2,1,1,1924004.390625,6239.85128910833
2021,6037621301,6,2,2,1,1,2275973.7421875,6381.85280628059
2022,6037930401,6,2,1,1,2,2043047.7734375,6823.91623527408
2023,6037920115,5,2,1,1,1,5300871.60546875,12826.6283298824
2024,6037920102,8,2,1,2,3,929680819.628906,160374.453759776
2025,6037221401,16,3,4,5,4,787615.390625,3542.68903750535
2026,6037221304,19,5,5,5,4,327370.45703125,2319.7422867201
2027,6037221303,19,5,4,5,5,343740.11328125,2385.57601489376
2028,6037219902,13,4,5,3,1,1170460.734375,4886.46733358494
2029,6037218702,18,5,5,4,4,523306.1953125,3781.12147471816
2030,6037218701,13,4,5,2,2,802569.1953125,3931.68673715483
2031,6037217002,11,5,3,1,2,1127914.22265625,4250.55000547498
2032,6037217001,11,5,3,2,1,800816.62109375,4030.91530465925
2033,6037216402,15,5,4,3,3,333975.02734375,2351.89432286759
2034,6037216401,15,5,4,3,3,603263.140625,3136.83131474663
2035,6037215102,14,5,4,1,4,376051.3203125,3010.61382609288
2036,6037215101,15,4,5,1,5,519489.55078125,3789.14723062819
2037,6037214501,13,4,3,2,4,1097025.37890625,5155.97874410017
2038,6037212702,11,3,4,2,2,1283231.54296875,4960.64763317549
2039,6037212502,18,4,5,4,5,416520.109375,3043.51097172836
2040,6037574700,9,4,1,3,1,610266.75390625,3118.02247161398
2041,6037574602,8,2,1,1,4,841990.1796875,3689.10107397692
2042,6037574800,8,1,2,1,4,1595648.63671875,5615.84832215771
2043,6037599000,0,0,1,2,1,5103631.609375,10828.5163615483
2044,6037577603,7,1,2,1,3,4330018.6328125,8920.46876414503
2045,6037577400,9,1,2,1,5,933599.00390625,4349.39437698689
2046,6037577602,7,2,2,1,2,2020218.36328125,6335.61239152461
2047,6037577300,8,1,2,1,4,1304557.8359375,4820.34201458862
2048,6037502902,13,4,3,3,3,5617729.15234375,10474.2884099598
2049,6037555202,10,3,2,1,4,1599453.07421875,6466.13649101003
2050,6037920030,8,4,1,2,1,3859713.84765625,8714.69354802683
2051,6037920037,10,3,1,4,2,1384592.640625,6597.56255826098
2052,6037920041,9,4,1,3,1,2660599.77734375,7828.83697288403
2053,6037920031,5,1,1,1,2,9353842.40625,17903.61958939
2054,6037920111,4,1,1,1,1,1748630.44140625,7296.97445161655
2055,6037920112,6,2,1,1,2,2552480.6328125,6515.43790212856
2056,6037310300,6,1,2,1,2,1555181.7109375,6863.58788861858
2057,6037310701,14,2,4,3,5,759378.83984375,4384.17924084254
2058,6037310702,17,5,4,3,5,1537393.1796875,4984.52083032116
2059,6037310800,13,4,3,2,4,3142791.78515625,8673.68119732648
2060,6037311100,8,3,2,2,1,2490366.546875,6648.21830193642
2061,6037311000,9,3,2,2,2,1937886.65625,5761.21245373109
2062,6037311300,9,3,2,1,3,1787962.21875,5426.67385392376
2063,6037277400,15,5,4,4,2,928700.14453125,3839.4625663933
2064,6037310703,17,5,3,4,5,1463944.375,5900.77572408326
2065,6037403316,11,2,4,2,3,4278481.1015625,10332.783355459
2066,6037406300,5,1,1,2,1,7417318.3046875,11686.1899614362
2067,6037403323,8,1,4,2,1,4406732.25,9264.86804323165
2068,6037403322,9,1,5,2,1,3389843.30859375,9991.26133748523
2069,6037800324,5,2,1,1,1,5254784.88671875,11800.9855034725
2070,6037800326,5,2,1,1,1,61557359.5703125,45092.8422591299
2071,6037404401,12,5,2,3,2,2112139.15234375,7369.81260594603
2072,6037404302,9,3,2,3,1,899139.09765625,3821.15950609338
2073,6037404301,11,3,2,4,2,1621943.92578125,5147.22883115571
2074,6037406102,11,3,2,2,4,2398927.80859375,6870.27072343298
2075,6037401002,9,2,2,1,4,2146674.46484375,5860.64837239486
2076,6037400800,10,4,1,1,4,3848282.00390625,7986.45388708221
2077,6037181600,11,4,3,2,2,1832086.4609375,6581.71654050154
2078,6037242200,18,5,4,5,4,1183950.87109375,4756.98028512962
2079,6037242300,16,4,4,5,3,912168.3828125,4236.66363298953
2080,6037242600,17,5,5,5,2,692323.40234375,3365.73167356639
2081,6037242700,16,4,5,5,2,1479415.4765625,5288.62713463515
2082,6037243000,15,4,4,5,2,1051371.08203125,4082.40372021037
2083,6037261101,6,1,3,1,1,9781722.43359375,23066.5805591776
2084,6037261102,6,1,2,1,2,11598734.921875,20267.7311024234
2085,6037243100,17,5,4,5,3,876652.8203125,3928.12595955846
2086,6037273700,9,3,4,1,1,1008125.78125,4050.84313207377
2087,6037273600,7,2,3,1,1,858849.32421875,3959.7646597001
2088,6037273200,5,1,2,1,1,937491.140625,4235.75044075754
2089,6037273300,5,1,2,1,1,832009.921875,4117.95120855625
2090,6037273800,10,4,4,1,1,1069799.33203125,6060.30389702777
2091,6037480903,17,5,4,3,5,1175276.875,4349.54500367746
2092,6037191120,19,5,5,4,5,554787.5625,3083.83774008377
2093,6037480902,17,4,4,4,5,760832.703125,4240.89842750357
2094,6037482502,13,2,3,5,3,931506.875,3859.04959110937
2095,6037480702,8,1,3,1,3,3192892.3984375,8226.6749531825
2096,6037480400,10,1,2,3,4,1875139.21484375,6428.51344536494
2097,6037480804,13,3,3,3,4,1210519.80859375,5508.60343415056
2098,6037480704,9,2,2,1,4,1569119.74609375,6491.25036273663
2099,6037480202,9,1,4,1,3,2220692.89453125,5981.8551950596
2100,6037122200,15,5,4,4,2,2495668.4609375,7160.91765977677
2101,6037122000,14,4,3,3,4,4780687.890625,11261.6246482275
2102,6037502401,13,4,4,3,2,1362298.8125,4899.89971263703
2103,6037120400,14,4,2,4,4,1556176.9375,6393.41574757305
2104,6037502901,11,3,3,2,3,1801669.453125,5526.10704659627
2105,6037550800,11,4,3,2,2,4215337.05078125,8780.96709812115
2106,6037550500,11,3,4,2,2,3889495.02734375,8229.6876778312
2107,6037531502,20,5,5,5,5,643023.01171875,3303.72882161445
2108,6037540000,16,5,4,5,2,2701248.484375,7258.16313083121
2109,6037541700,14,4,4,4,2,2053014.0546875,6439.41459140881
2110,6037541801,14,3,4,4,3,1043918.90625,4496.07095196804
2111,6037543305,16,5,5,2,4,12332238.7460938,14649.3755992928
2112,6037543502,10,2,4,3,1,1624184.89453125,5841.44567663033
2113,6037542601,17,5,4,5,3,804734.5859375,3898.67929199745
2114,6037542602,16,4,3,5,4,1274098.6171875,4560.4673237155
2115,6037542800,11,3,4,3,1,1130195.171875,4284.06096345554
2116,6037542700,11,2,3,4,2,1447501.140625,4998.16744013838
2117,6037542900,13,3,4,4,2,1182735.6875,5239.74545826157
2118,6037201501,13,2,3,4,4,1285938.015625,5312.52231660852
2119,6037201402,16,4,5,3,4,2833205.9296875,6992.37720493266
2120,6037203300,20,5,5,5,5,2172367.8125,5744.15253940697
2121,6037203100,18,5,5,4,4,961474.14453125,4359.4579266123
2122,6037203500,20,5,5,5,5,2417689.40625,6923.6786506476
2123,6037203710,17,3,5,5,4,409369.9140625,2801.80137774735
2124,6037203200,20,5,5,5,5,747477.58203125,3759.45601897067
2125,6037204410,18,4,5,4,5,433526.73828125,2798.57240946655
2126,6037203800,15,2,5,4,4,713403.98828125,3473.37742818505
2127,6037204420,20,5,5,5,5,441238.9765625,2820.81409577864
2128,6037204110,17,2,5,5,5,882703.125,3758.27854224331
2129,6037204300,18,3,5,5,5,940225.26953125,4009.46997392092
2130,6037621400,4,1,1,1,1,1848788.13671875,5883.77360666701
2131,6037103200,8,2,1,3,2,10890283.3984375,19393.105908849
2132,6037650001,9,2,3,2,2,2344427.0078125,6257.26758150229
2133,6037103102,9,1,1,3,4,1812062.95703125,6092.59443811953
2134,6037650300,10,3,4,2,1,2724835.421875,7697.65722982404
2135,6037650101,11,3,5,2,1,2753279.96484375,6768.64194245031
2136,6037216200,11,5,4,1,1,1409638.7265625,5137.59930367477
2137,6037216300,11,3,4,1,3,1861667.97265625,6958.89775927169
2138,6037216900,13,5,3,3,2,1602208.0234375,5555.70482427881
2139,6037216700,13,5,3,2,3,1129228.4375,4303.3992339357
2140,6037216800,13,5,4,2,2,1080503.17578125,4251.70395998248
2141,6037211921,18,5,5,3,5,135350.71875,1530.5524286527
2142,6037211201,18,4,4,5,5,204450.140625,1811.33094939006
2143,6037209104,16,1,5,5,5,102906.734375,1413.82419730927
2144,6037209103,19,4,5,5,5,180517.3671875,1728.80427777322
2145,6037208802,19,4,5,5,5,311277.640625,2834.69637889564
2146,6037208801,19,4,5,5,5,393417.8203125,2873.30194126211
2147,6037208502,19,4,5,5,5,379603.859375,2494.35934515762
2148,6037208402,19,5,5,5,4,497970.28125,3175.66065171477
2149,6037208401,19,4,5,5,5,335040.42578125,2316.42772223415
2150,6037208302,18,4,5,4,5,644575.875,3628.81167652069
2151,6037206032,20,5,5,5,5,1436152.6796875,5034.36742903718
2152,6037920012,5,1,1,1,2,106965668.554688,61708.4525601542
2153,6037920011,5,1,1,2,1,241192852.417969,91553.3877968694
2154,6037910812,8,1,1,2,4,48997444.0273438,34018.9797637221
2155,6037910811,4,1,1,1,1,477162217.75,175206.039513117
2156,6037910001,10,1,1,4,4,109072722.335938,45901.9442244872
2157,6037901213,6,1,1,1,3,91987326.9960938,51686.2776725414
2158,6037901209,9,1,2,2,4,885432847.503906,209951.521335303
2159,6037577604,8,1,2,1,4,2180494.671875,10445.5053144919
2160,6037576904,13,4,2,2,5,531439.76171875,3158.01571195037
2161,6037573004,17,5,3,5,4,594209.33203125,3163.84654639054
2162,6037571703,14,2,2,5,5,577464.26171875,3570.33643240735
2163,6037576901,16,4,2,5,5,645808.85546875,3395.65730356062
2164,6037575101,15,3,3,4,5,611492.8515625,3746.46806963534
2165,6037575001,12,3,3,2,4,1368202.37890625,5700.36959251618
2166,6037574902,10,1,3,2,4,1178795.12109375,4766.88837969291
2167,6037574300,9,2,2,1,4,3607523.15234375,9300.92531650574
2168,6037900602,11,1,1,5,4,7586887.31640625,11618.4500294601
2169,6037900504,12,2,3,3,4,15695766.2226563,23779.4513957076
2170,6037900606,14,4,1,4,5,2586227.2578125,7706.0224852847
2171,6037900605,11,1,1,4,5,7805905.42578125,11846.8749744444
2172,6037920108,5,2,1,1,1,4098674.015625,10389.1479738091
2173,6037920106,6,1,2,2,1,68970538.1679688,39186.032512737
2174,6037920107,4,1,1,1,1,16833747.3125,28597.3672867748
2175,6037920109,4,1,1,1,1,3335809.6640625,10078.6058800476
2176,6037920331,5,1,1,1,2,2223536.9296875,6144.58603300593
2177,6037920110,4,1,1,1,1,1536859.578125,6344.71672336415
2178,6037910804,6,1,1,1,3,96276122.375,45540.546769769
2179,6037910709,8,1,1,2,4,21643328.8632813,23574.6072047224
2180,6037920033,5,1,1,2,1,5071766.1171875,10781.4893460665
2181,6037920040,4,1,1,1,1,4369874.80859375,10030.6787928638
2182,6037920013,5,1,1,1,2,12245363.0351563,16244.1433546665
2183,6037920039,5,2,1,1,1,1533308.46484375,6406.24515797596
2184,6037300701,5,1,1,1,2,19576301.734375,23497.0226604357
2185,6037300702,5,1,1,1,2,16791406.734375,24511.7593497497
2186,6037300600,11,3,1,2,5,3226217.69140625,11853.8886741056
2187,6037300502,8,3,1,2,2,2428001.03515625,7838.48601333933
2188,6037123103,16,5,3,4,4,1322293.265625,4946.42010575101
2189,6037103101,6,1,1,2,2,2983240.1953125,9337.86882977648
2190,6037106010,8,2,1,3,2,3711884.921875,8837.42704481614
2191,6037403702,7,2,2,1,2,2498650.0234375,6944.99980953952
2192,6037403408,7,1,2,2,2,4630051.828125,9513.94471490269
2193,6037408501,15,3,5,3,4,1280263.98046875,6057.07869806076
2194,6037408626,8,1,2,3,2,3632303.82421875,9634.72873938917
2195,6037408402,11,3,5,1,2,16901184.3203125,22854.0810092773
2196,6037431200,12,4,3,3,2,2173232.9765625,7465.32847653906
2197,6037401001,6,1,2,1,2,2121676.12109375,5826.57587691406
2198,6037401102,12,3,2,3,4,1877028.890625,5874.73171958906
2199,6037401101,11,3,2,2,4,4415763.9453125,9235.23201019011
2200,6037401500,10,4,2,2,2,5506997.98828125,14317.8367860156
2201,6037401203,8,3,2,1,2,2790143.76171875,6942.00655198258
2202,6037401201,9,4,3,1,1,3424329.0859375,8672.01468586587
2203,6037403902,7,1,2,2,2,3089861.3984375,6861.58923160116
2204,6037404100,10,4,2,3,1,1965288.7578125,5982.54713612678
2205,6037274100,14,5,4,2,3,910042.1796875,5261.60845334034
2206,6037275200,10,2,4,3,1,680981.16796875,3872.95805478764
2207,6037275400,12,5,3,2,2,1095379.1015625,4794.89971112045
2208,6037275302,11,4,4,1,2,2624014.90234375,6675.020262031
2209,6037275311,9,3,4,1,1,1870857.1171875,6308.91039804781
2210,6037276000,8,2,4,1,1,3401364.45703125,8283.0491060429
2211,6037276100,11,4,4,2,1,1424060.6328125,9435.59671977515
2212,6037276500,8,2,4,1,1,1739688.66796875,5653.06843471556
2213,6037276400,7,1,4,1,1,1858274.25,5964.60041649686
2214,6037276601,6,2,2,1,1,3267055.44921875,8551.2287267436
2215,6037431002,10,4,1,2,3,2003490.4453125,6463.92988026753
2216,6037190901,19,5,5,4,5,716967.32421875,3425.12464694665
2217,6037480703,7,2,2,1,2,1666810.75,8267.70700405296
2218,6037430101,15,4,2,4,5,2906564.56640625,7400.70236982276
2219,6037480011,11,2,2,3,4,1647262.1015625,5236.61307112134
2220,6037400206,7,1,3,1,2,5428261.88671875,13693.8864228269
2221,6037400302,12,2,4,2,4,1903236.1953125,6781.33472679747
2222,6037481202,14,2,4,4,4,2323009.73828125,6428.08261826379
2223,6037502602,15,4,4,3,4,1841284.29296875,6057.43133761882
2224,6037502601,12,3,3,3,3,2809815.92578125,6615.87545080239
2225,6037530003,8,1,3,1,3,5194667.10546875,10199.6810725412
2226,6037117303,6,2,1,1,2,2639070.27734375,6683.83852212166
2227,6037503000,11,2,3,4,2,1934166.1640625,5904.8479626338
2228,6037115301,10,4,1,2,3,2412422.62890625,8073.78037198936
2229,6037503201,9,2,3,2,2,1951778.6640625,5566.06977322799
2230,6037503302,10,2,3,3,2,2254136.84375,6539.4568914044
2231,6037540600,16,3,4,5,4,1381417.81640625,4747.7716266198
2232,6037542501,12,3,4,4,1,846364.0625,4408.20896197343
2233,6037543000,12,2,4,3,3,1913595.4765625,5554.60003676309
2234,6037543503,11,4,4,2,1,2445844.28125,7438.344466277
2235,6037543202,15,4,4,5,2,4497145.1640625,10978.4251788243
2236,6037543400,9,1,4,3,1,4524265.7734375,9943.88297976811
2237,6037543304,10,3,3,2,2,2349956.1484375,6135.66236850155
2238,6037543201,12,3,4,4,1,1469495.296875,4910.70317065933
2239,6037203720,19,4,5,5,5,468859.61328125,2932.94350987608
2240,6037204120,15,1,5,5,4,383228.515625,2566.08178167381
2241,6037204200,18,3,5,5,5,439610.375,2806.70451037176
2242,6037204600,18,4,5,5,4,853089.2734375,4503.20834224674
2243,6037203900,16,3,5,4,4,657052.2421875,4522.85136399712
2244,6037204700,17,4,5,4,4,1473773.17578125,4910.19281003151
2245,6037204820,19,5,5,5,4,466029.453125,3071.25433269135
2246,6037204910,19,4,5,5,5,752125.01171875,3542.84540521803
2247,6037205110,16,4,5,5,2,412548.28125,3394.4859161642
2248,6037204810,18,4,5,5,4,1124386.84375,4476.97324226532
2249,6037124102,13,4,3,2,4,950763.703125,3900.29169986582
2250,6037320000,0,0,3,0,2,1820858.0390625,6356.33732476947
2251,6037206200,19,4,5,5,5,845044.84765625,4300.86885244911
2252,6037207900,17,5,5,2,5,1316697.34375,4727.63984571559
2253,6037217200,15,5,4,2,4,1345652.453125,5522.14189558939
2254,6037217100,13,5,3,2,3,1315067.9375,4754.78195720515
2255,6037218210,18,4,5,5,4,569823.65234375,3229.9689048077
2256,6037218110,17,5,4,3,5,878507.89453125,4694.22835632181
2257,6037218120,19,5,5,5,4,650410.890625,3273.63457780494
2258,6037188100,14,5,4,2,3,3103004.984375,9603.3471834747
2259,6037218300,16,5,4,3,4,1323689.453125,6367.01314783504
2260,6037218600,14,4,5,3,2,629211.37109375,3307.99709307851
